categoria,titulo,descripcion,tiempo_preparacion,tiempo_cocina,tiempo_total,porciones,ingredientes,pasos,url
Frittatas,Cast Iron Skillet Vegetable Frittata,"This frittata is a delicious balance of eggs, cheese, vegetables, and spices.",20 mins,30 mins,50 mins,6,"3 tablespoons bacon grease, divided
1 head broccoli, chopped
1  onion, diced
1  green bell pepper, chopped
½ (6 ounce) can minced black olives
2 teaspoons minced garlic
1 teaspoon chopped fresh oregano
1 teaspoon chopped fresh basil
salt and ground black pepper to taste
6 large eggs
1 cup shredded mozzarella cheese","Paso 1: Preheat the oven to 350 degrees F (175 degrees C).
Paso 2: Heat a cast iron skillet over medium to medium-low heat. Add 2 tablespoons bacon grease. Stir in broccoli, onion, bell pepper, olives, garlic, oregano, basil, salt, and pepper and cook until vegetables are tender, 7 to 10 minutes. Remove from heat.
Paso 3: Beat eggs in a bowl using a fork. Add mozzarella cheese and cooked vegetable mixture and stir to combine.
Paso 4: Reheat the skillet over low heat; add remaining bacon grease. Pour egg mixture into the skillet.
Paso 5: Bake in the preheated oven until firm and slightly browned, 20 to 25 minutes.",https://www.allrecipes.com/recipe/275456/cast-iron-skillet-vegetable-frittata/
Frittatas,Mini Vegetarian Frittatas,I was gifted some farm-fresh eggs and wanted to make something that would showcase them. I decided to use up some freshly picked greens to make these vegetarian frittatas! Try them with a green salad for a light brunch or even dinner.,15 mins,25 mins,50 mins,7,"cooking spray
1 tablespoon butter
½ cup finely chopped mushrooms
½ teaspoon herbes de Provence
salt and ground black pepper to taste
¼ cup finely chopped scallions
1 ½ cups thinly sliced Swiss chard
1 tablespoon water
4 large eggs
¼ cup milk
1 tablespoon coarsely grated Parmesan cheese
1 teaspoon Dijon mustard
2 tablespoons drained and chopped sun-dried tomatoes","Paso 1: Preheat the oven to 375 degrees F (190 degrees C). Grease 7 muffin cups with cooking spray.
Paso 2: Melt butter in a large skillet over medium heat. Add mushrooms, herbes de Provence, salt, and pepper; cook and stir until mushrooms are tender and begin to brown, about 5 minutes. Stir in scallions and cook until softened, 1 to 2 minutes. Add chard and water; cook and stir until wilted, about 2 minutes. Remove from heat and cool for 5 minutes.
Paso 3: Whisk together eggs, milk, Parmesan cheese, and Dijon mustard in a large bowl until well combined. Fold in mushroom mixture and sun-dried tomatoes. Pour egg mixture into the prepared muffin cups.
Paso 4: Bake in the preheated oven until puffed and golden brown, about 15 minutes. Cool frittatas for 5 minutes before lifting out of the muffin cups.",https://www.allrecipes.com/recipe/272609/mini-vegetarian-frittatas/
Frittatas,Air Fryer Frittata,"This frittata is ready in less than 20 minutes. Take a little bit of leftover breakfast sausage, a few chopped veggies, some shredded cheese, and some eggs, and create a hot breakfast! Make it a meal with some whole wheat toast and juice, or just wrap it up in a napkin and eat as you run! If there is any left, it reheats well.",10 mins,15 mins,25 mins,3,"cooking spray
2 teaspoons butter (Optional)
⅓ cup diced bell pepper
⅓ cup chopped onion
½ cup breakfast sausage crumbles
½ cup shredded Colby Jack cheese
6  eggs
salt and ground black pepper to taste
½ teaspoon hot pepper sauce (Optional)
¼ cup salsa, or more to taste (Optional)","Paso 1: Preheat a 5.8-quart or larger air fryer to 350 degrees F (175 degrees C) according to manufacturer's instructions.
Paso 2: Spray cooking spray on the bottom and sides of a small metal container, designed to be an inner pot, about 6 inches round and 4 inches high.
Paso 3: Add butter for flavor, insert inner pot into the air fryer, and melt butter for 45 seconds. Add bell pepper and onion and fry for 2 minutes.
Paso 4: Carefully remove the inner pot and stir in sausage crumbles. Sprinkle with Colby Jack cheese and set aside.
Paso 5: Crack eggs into a bowl and stir until yolks and whites are well combined. Season with salt, pepper, and hot sauce; stir to combine. Pour egg mixture over the other ingredients in the inner pot and lightly mix everything together.
Paso 6: Return inner pot to the basket of the air fryer and cook until the top of the frittata is lightly brown and a toothpick inserted in the center comes out clean, about 12 minutes. Continue air frying in 30-second intervals until frittata has set. Serve warm or at room temperature with salsa.",https://www.allrecipes.com/recipe/278815/air-fryer-frittata/
Frittatas,Roast Beef and Cheddar Frittata,A very easy way to make roast beef and Cheddar cheese into a delicious brunch-style frittata.,10 mins,45 mins,55 mins,4,"cooking spray
10  eggs, beaten
1 (10.5 ounce) can condensed cream of mushroom soup
2 cups shredded Cheddar cheese
8 ounces deli-style roast beef, chopped
½ teaspoon ground black pepper","Paso 1: Preheat oven to 350 degrees F (175 degrees C). Prepare a 2-quart shallow baking dish with cooking spray.
Paso 2: Stir eggs and cream of mushroom soup together in a large bowl until smooth. Stir Cheddar cheese, roast beef, and black pepper into the egg mixture.
Paso 3: Bake in preheated oven until set in the the center and golden brown on top, 45 to 50 minutes.",https://www.allrecipes.com/recipe/238325/roast-beef-and-cheddar-frittata/
Frittatas,Quick Microwave Frittata Casserole,Great for last minute Sunday brunch! Quick and easy. Very nice with a green salad.,5 mins,25 mins,30 mins,4,"2 cups frozen hash brown potatoes
½ cup shredded carrot
¼ cup chopped onion
2 tablespoons chopped fresh parsley
2 tablespoons butter
1 to taste salt and pepper to taste
8  eggs
½ cup milk
¼ teaspoon dry mustard
1 dash hot pepper sauce
1 cup cubed cooked ham
½ cup shredded Cheddar cheese","Paso 1: In a non-metallic 2 quart casserole dish, stir together potatoes, carrot, onion, parsley and butter. Cover and microwave on High for 5 minutes, stirring once or twice. Season with salt and pepper.
Paso 2: In a medium bowl, beat together, eggs, milk, mustard and hot pepper sauce. Stir in cubed ham. Pour egg mixture into casserole, stir to combine.
Paso 3: Cover dish and microwave on high for 3 minutes. Draw cooked egg toward middle of dish and microwave on medium for 10 to 12 minutes. If you do not have a turntable rotate dish 2 to 3 times. Sprinkle cheese on top, cover and microwave for 30 to 60 seconds until cheese is melted. Let stand 5 minutes before serving.",https://www.allrecipes.com/recipe/23791/quick-microwave-frittata-casserole/
Frittatas,Air-Fried Greek Yogurt Frittata,"Greek yogurt, eggs, and fresh spinach cook in your air fryer to make a healthy brunch meal. The yogurt gives a lovely texture and is healthier than fatty cheeses.",20 mins,25 mins,50 mins,2,"½ teaspoon light olive oil
2 tablespoons minced onion
2 tablespoons minced carrot
2 tablespoons minced celery
2 tablespoons minced Italian (flat-leaf) parsley
½ (8 ounce) package baby spinach leaves
4 large eggs
⅓ cup nonfat plain Greek yogurt
1 teaspoon freshly ground black pepper
½ teaspoon red pepper flakes","Paso 1: Place a nonstick 6-inch round cake pan in an air fryer and preheat to 350 degrees F (175 degrees C).
Paso 2: Remove the cake pan with an oven mitt when air fryer reaches temperature. Add oil to the pan, and then add onion, carrot, celery and parsley; mix to combine.
Paso 3: Return the pan to the air fryer and cook until onion is translucent and tender, about 5 minutes.
Paso 4: Meanwhile, roughly chop 1/2 of the spinach and place in a bowl with eggs, Greek yogurt, and black pepper; whisk to combine. Pour egg mixture into the cake pan and lightly mix with the cooked vegetables. Set aside remaining unchopped spinach leaves.
Paso 5: Cook frittata in the air fryer until browned on top and no longer jiggly in the center, about 18 minutes. Remove from the air fryer and let cool for 5 minutes.
Paso 6: Remove frittata from the cake pan. Sprinkle with pepper flakes and serve over remaining spinach leaves.",https://www.allrecipes.com/recipe/278295/air-fried-greek-yogurt-frittata/
Frittatas,Hangtown Fry with Parmesan and Fresh Herbs,"My variation on the traditional Hangtown Fry contains Parmesan cheese and fresh herbs. It is finished under the broiler, where the egg-oyster mixture puffs up like a cross between a frittata and a soufflé. I get the best results using a cast-iron skillet. It's important that the oven be hot before you place the skillet under the broiler.",10 mins,15 mins,25 mins,3,"6  eggs
⅓ cup freshly grated Parmesan cheese, divided
¼ cup heavy cream
1 teaspoon chopped fresh basil
1 teaspoon chopped fresh oregano
¼ teaspoon freshly ground black pepper
2 dashes hot pepper sauce
1 teaspoon olive oil
1 tablespoon unsalted butter
12  shucked small oysters, drained
2 tablespoons chopped fresh parsley","Paso 1: Set an oven rack 5 to 6 inches from the heat source and preheat the oven's broiler.
Paso 2: Whisk eggs together in a bowl; whisk in 1 tablespoon Parmesan cheese, cream, basil, oregano, black pepper, and hot sauce.
Paso 3: Heat oil in a skillet over medium-high heat. Add butter; melt and swirl to evenly coat the skillet. Add oysters; brown, about 1 minute per side. Reduce liquid a bit, about 30 seconds more.
Paso 4: Slowly pour egg mixture over oysters, keeping oysters evenly distributed in the skillet; cook for 30 seconds. Shake skillet slightly, do not stir. Cook until bottom and sides of eggs begin to set, about 3 minutes; sprinkle remaining cheese on top. Place skillet under the preheated broiler.
Paso 5: Broil until eggs begin to puff around edges and top is nicely browned, 5 to 7 minutes. Remove from broiler; sprinkle with parsley. Cut into wedges; serve immediately.",https://www.allrecipes.com/recipe/198099/hangtown-fry-with-parmesan-and-fresh-herbs/
Frittatas,Spanish Tortilla,Great for breakfast or brunch. Combines eggs with delicious potatoes in a very short time.,10 mins,10 mins,20 mins,4,"¼ cup olive oil
2  potatoes, peeled
4 slices bacon
2 slices cooked ham, diced
½  onion, thinly sliced
½  red bell pepper, sliced
4  eggs
¼ teaspoon Spanish seasoning","Paso 1: Slice edges off of potatoes so that potatoes are roughly square; thinly slice. Heat olive oil in medium skillet over medium heat. Add potatoes and lightly fry. Remove potatoes with a slotted spoon and set aside.
Paso 2: Place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown. Remove bacon, crumble and set aside. Reserve 1 tablespoon bacon grease and cook ham, onion and red pepper. Remove from heat.
Paso 3: Beat together eggs and Spanish seasoning. Pour eggs into skillet with vegetables. Add bacon and potatoes. Cook over medium heat, without stirring until bottom begins to brown. Turn omelet over and allow both sides to brown. Serve warm.",https://www.allrecipes.com/recipe/24342/spanish-tortilla/
Frittatas,Mini Ham and Swiss Frittatas,"These little frittatas are so quick and easy, and my husband and kids just gobble them up. Make them in a 24 cup mini-muffin tin. I first had these at a neighborhood breakfast, and my neighbor added fresh onions and veggies, but this is great for making on nights when there isn't much in the fridge! Honey ham is good in these, as well. They can be served hot or cold and are great as reheated leftovers.",15 mins,15 mins,30 mins,8,"cooking spray
6 slices Swiss cheese, finely chopped
6 slices deli ham, finely chopped
8  eggs
½ teaspoon onion powder
½ teaspoon garlic powder
¼ teaspoon freshly ground black pepper","Paso 1: Preheat oven to 375 degrees F (190 degrees C). Prepare 24-cup mini-muffin pan with cooking spray.
Paso 2: Toss cheese and ham together in a bowl; distribute evenly between the 24 prepared muffin cups.
Paso 3: Beat eggs, onion powder, garlic powder, and pepper together with a whisk in a bowl; pour in equal amounts over ham and cheese in muffin cups.
Paso 4: Bake in preheated oven until tops turn light golden brown, about 12 minutes. Remove frittatas form cups with a spoon.",https://www.allrecipes.com/recipe/241301/mini-ham-and-swiss-frittatas/
Frittatas,Smoked Sausage Frittata,Eggs combined with Butterball Smoked Sausage and vegetables provide a colorful and tasty dish for breakfast or brunch.,15 mins,30 mins,45 mins,6,"1 (14 ounce) package Butterball® Smoked Turkey Dinner Sausage, halved lengthwise, and cut into 1/4-inch-thick slices
1 cup diced green onions, white and green parts
1 ½ tablespoons olive oil
10 large eggs, slightly beaten
¾ cup shredded mozzarella cheese
⅓ cup freshly grated Parmesan cheese
16  torn fresh basil leaves
¼ cup chopped sun-dried tomatoes
¼ teaspoon ground black pepper
1 pinch Freshly grated Parmesan cheese
1 leaf Fresh basil leaves","Paso 1: Preheat oven to 350 degrees F.
Paso 2: Cook and stir sausage and onions in oil in heavy oven-proof 10-inch skillet on medium heat 5 minutes or until light golden brown.
Paso 3: Combine remaining ingredients in medium bowl. Stir egg mixture into skillet mixture. Cook on medium heat, lifting with a rubber spatula once or twice, to allow uncooked portion to flow underneath. Cook just until egg mixture begins to set, about 6 minutes.
Paso 4: Place skillet in oven. Bake 5 to 7 minutes or until egg mixture is firm to the touch and top is golden brown.
Paso 5: Remove skillet from oven. Carefully run a spatula around edge of frittata to loosen from skillet. Invert skillet onto serving platter. Cut frittata into quarters. Garnish each portion with Parmesan cheese and basil, if desired.",https://www.allrecipes.com/recipe/233787/smoked-sausage-frittata/
